,experiment,hour,device_make,platform_os,browser,yes
709,control,3,Apple,174,6,0.0
710,exposed,4,Samsung,155,6,0.0
711,exposed,23,Samsung,162,15,0.0
712,control,13,Apple,101,7,0.0
713,control,13,Apple,101,7,0.0
714,exposed,9,Apple,175,7,0.0
715,control,11,Samsung,155,6,0.0
716,exposed,18,Apple,178,7,1.0
717,exposed,19,Samsung,101,6,0.0
718,control,15,Apple,178,7,0.0
719,exposed,17,Apple,101,6,0.0
720,exposed,3,Samsung,101,6,0.0
721,exposed,19,Google,101,6,0.0
722,exposed,5,Apple,101,15,0.0
723,exposed,12,Google,101,6,1.0
724,exposed,0,Motorola,162,6,0.0
725,control,2,Samsung,162,15,1.0
726,exposed,3,Samsung,101,6,1.0
727,exposed,10,Samsung,162,15,1.0
728,control,3,Apple,178,7,0.0
729,exposed,1,Samsung,101,15,1.0
730,exposed,18,Google,101,6,1.0
731,exposed,21,Apple,101,7,0.0
732,exposed,21,Google,101,6,0.0
733,exposed,22,Samsung,162,15,1.0
734,control,4,Apple,101,7,0.0
735,exposed,1,Google,101,6,1.0
736,exposed,2,Google,101,6,1.0
737,exposed,15,Samsung,101,6,1.0
738,exposed,5,Motorola,156,15,0.0
739,exposed,16,Google,101,6,1.0
740,exposed,4,Samsung,101,6,1.0
741,exposed,11,Motorola,162,6,1.0
742,exposed,17,Samsung,101,15,1.0
743,exposed,15,Samsung,156,15,1.0
744,exposed,13,Google,101,6,1.0
745,exposed,18,Google,101,6,0.0
746,control,4,Samsung,162,6,1.0
747,exposed,2,Samsung,101,6,1.0
748,exposed,6,Samsung,101,6,1.0
749,control,23,Apple,101,7,0.0
750,control,2,Apple,101,7,1.0
751,exposed,7,Samsung,162,6,1.0
752,exposed,17,Samsung,162,15,1.0
753,exposed,4,Samsung,101,6,1.0
754,exposed,19,Apple,166,7,0.0
755,control,17,Samsung,101,6,1.0
756,control,2,Apple,101,7,0.0
757,exposed,23,Apple,101,7,0.0
758,exposed,2,Samsung,101,6,1.0
759,exposed,0,LG,162,6,1.0
760,exposed,9,Samsung,101,6,1.0
761,control,4,Apple,178,6,0.0
762,control,18,Apple,178,6,0.0
763,exposed,23,Apple,101,15,1.0
764,control,18,Apple,101,15,0.0
765,control,12,Samsung,162,6,0.0
766,control,15,Apple,101,7,0.0
767,exposed,14,Google,179,6,1.0
768,exposed,14,Samsung,101,6,1.0
769,control,19,Samsung,156,6,0.0
770,exposed,22,Apple,101,6,1.0
771,control,13,Apple,101,7,0.0
772,exposed,1,Motorola,162,6,0.0
773,exposed,1,Samsung,101,15,0.0
774,exposed,19,Samsung,101,6,1.0
775,exposed,19,Apple,101,15,0.0
776,control,11,Apple,101,6,0.0
777,control,4,Apple,101,7,0.0
778,control,11,Apple,101,15,0.0
779,exposed,18,Samsung,101,6,1.0
780,control,20,Apple,101,15,1.0
781,control,0,Apple,174,7,0.0
782,exposed,15,Google,101,6,1.0
783,control,23,Apple,101,15,0.0
784,exposed,4,Samsung,156,15,1.0
785,control,21,Apple,101,7,0.0
786,exposed,18,Google,101,6,1.0
787,exposed,3,Samsung,101,6,1.0
788,exposed,0,Samsung,101,6,1.0
789,exposed,1,Samsung,156,15,1.0
790,exposed,7,Samsung,101,6,1.0
791,exposed,3,Samsung,101,15,1.0
792,control,3,Apple,101,6,0.0
793,exposed,0,Google,101,6,1.0
794,exposed,17,Apple,178,7,1.0
795,control,11,Apple,148,7,0.0
796,control,2,Apple,101,6,0.0
797,exposed,7,Samsung,155,15,0.0
798,control,3,Apple,101,7,0.0
799,exposed,23,Apple,101,15,1.0
800,exposed,2,Google,101,6,1.0
801,control,3,Apple,101,7,0.0
802,control,7,Apple,174,7,0.0
803,exposed,19,Google,101,6,1.0
804,exposed,2,Google,101,6,0.0
805,exposed,17,Samsung,162,6,1.0
806,exposed,17,Samsung,101,6,1.0
807,control,5,Apple,101,7,1.0
808,exposed,0,Google,101,6,1.0
809,exposed,11,Samsung,162,15,1.0
810,exposed,10,Samsung,162,15,1.0
811,control,2,Apple,174,15,0.0
812,exposed,1,Google,101,6,1.0
813,control,1,Apple,178,15,0.0
814,control,4,Apple,101,6,0.0
815,control,8,Apple,178,7,1.0
816,control,21,Samsung,162,6,1.0
817,exposed,4,Samsung,156,15,0.0
818,exposed,16,Samsung,179,15,0.0
819,control,3,Apple,101,15,0.0
820,exposed,19,Google,101,6,0.0
821,exposed,6,LG,156,15,1.0
822,control,2,Apple,101,15,1.0
823,exposed,22,Samsung,101,6,1.0
824,exposed,8,Apple,176,7,0.0
825,exposed,11,Apple,101,15,0.0
826,control,0,Apple,148,7,0.0
827,control,7,Samsung,162,6,0.0
828,control,22,Samsung,162,6,1.0
829,exposed,0,Samsung,179,15,0.0
830,exposed,23,Apple,101,15,1.0
831,control,4,Apple,151,7,0.0
832,exposed,20,Google,101,6,1.0
833,exposed,3,Samsung,101,6,1.0
834,exposed,0,Samsung,162,6,1.0
835,exposed,10,Samsung,154,6,1.0
836,exposed,2,Samsung,101,6,0.0
837,exposed,0,Samsung,101,6,1.0
838,exposed,1,LG,156,15,0.0
839,exposed,1,Google,101,6,0.0
840,exposed,16,Google,101,6,1.0
841,control,4,Apple,178,15,0.0
842,exposed,0,Google,101,6,0.0
843,exposed,4,Samsung,101,6,1.0
844,exposed,10,Motorola,156,6,1.0
845,exposed,18,Apple,178,15,1.0
846,exposed,1,Apple,178,15,0.0
847,exposed,23,Apple,101,7,0.0
848,control,23,Samsung,162,6,0.0
849,exposed,1,Samsung,101,6,1.0
850,exposed,6,Samsung,101,6,1.0
851,exposed,23,Amazon,141,6,0.0
852,control,19,Apple,101,15,0.0
853,control,5,Apple,101,7,0.0
854,control,6,Apple,101,7,0.0
855,exposed,1,Amazon,141,6,0.0
856,exposed,1,Samsung,101,6,1.0
857,exposed,1,Google,101,6,1.0
858,control,21,Apple,101,15,0.0
859,exposed,12,Google,101,6,1.0
860,exposed,17,Samsung,155,15,0.0
861,control,3,Apple,172,7,0.0
862,exposed,20,Samsung,101,15,1.0
863,exposed,10,Samsung,101,15,1.0
864,control,22,Apple,178,15,0.0
865,control,0,Apple,101,15,1.0
866,exposed,23,Apple,101,15,0.0
867,exposed,15,Samsung,101,6,1.0
868,control,9,Apple,101,7,0.0
869,exposed,21,Google,101,6,0.0
870,exposed,1,Samsung,162,6,0.0
871,control,3,Apple,178,7,0.0
872,exposed,15,Motorola,162,15,1.0
873,control,20,Apple,101,6,0.0
874,exposed,9,Samsung,101,6,1.0
875,exposed,2,Samsung,162,15,0.0
876,control,21,Samsung,162,6,0.0
877,exposed,10,Apple,101,15,0.0
878,exposed,14,Samsung,101,15,1.0
879,exposed,19,Apple,101,7,0.0
880,control,13,Apple,101,15,1.0
881,exposed,7,Samsung,101,6,1.0
882,exposed,6,Motorola,155,15,1.0
883,control,21,Apple,178,7,1.0
884,control,5,Apple,101,7,0.0
885,control,2,Samsung,156,6,0.0
886,exposed,0,Apple,177,15,1.0
887,exposed,3,Apple,101,15,0.0
888,control,0,Apple,144,7,0.0
889,control,22,Apple,101,15,0.0
890,exposed,20,Google,101,6,0.0
891,exposed,2,Apple,101,6,1.0
892,exposed,11,Apple,101,15,0.0
893,exposed,0,Samsung,101,6,1.0
894,exposed,11,Google,101,6,1.0
895,exposed,22,Samsung,101,6,1.0
896,control,11,Apple,101,6,0.0
897,control,14,Apple,101,7,1.0
898,exposed,4,Samsung,101,6,1.0
899,exposed,18,Samsung,101,6,1.0
900,exposed,5,Samsung,101,6,1.0
901,exposed,15,Samsung,101,15,1.0
902,exposed,2,Google,101,6,1.0
903,exposed,3,Samsung,101,6,1.0
904,control,17,Apple,101,7,0.0
905,exposed,20,Google,101,6,1.0
906,control,10,Apple,101,6,0.0
907,exposed,4,Apple,101,7,0.0
908,control,8,Apple,101,6,0.0
909,exposed,19,Samsung,162,6,1.0
910,control,10,Apple,178,7,0.0
911,exposed,1,Google,101,6,1.0
912,control,11,Apple,101,7,0.0
913,control,2,Apple,175,7,0.0
914,control,4,Apple,101,7,0.0
915,exposed,5,Samsung,101,6,1.0
916,control,8,Apple,101,7,0.0
917,exposed,5,Apple,174,6,1.0
918,control,15,Apple,101,15,0.0
919,exposed,20,Samsung,101,6,1.0
920,exposed,15,Samsung,101,6,1.0
921,exposed,17,Samsung,101,6,0.0
922,exposed,4,Samsung,101,6,1.0
923,control,4,Apple,178,15,0.0
924,exposed,5,Samsung,101,15,1.0
925,exposed,1,Google,101,15,1.0
926,exposed,0,Samsung,155,15,1.0
927,control,13,Apple,101,15,0.0
928,control,10,Apple,174,15,0.0
929,exposed,10,Samsung,162,15,1.0
930,control,2,Apple,178,7,0.0
931,control,11,Apple,101,15,0.0
932,control,3,Apple,101,7,0.0
933,exposed,20,Google,101,6,1.0
934,exposed,16,Samsung,101,15,0.0
935,exposed,21,Google,101,6,1.0
936,control,9,Google,101,6,1.0
937,control,0,Samsung,162,6,0.0
938,control,19,Samsung,162,6,0.0
939,exposed,16,Samsung,101,6,1.0
940,control,3,Samsung,162,6,1.0
941,control,4,Apple,101,7,1.0
942,exposed,9,Samsung,101,6,1.0
943,control,12,Apple,101,15,0.0
944,exposed,3,Samsung,156,6,0.0
945,exposed,6,Samsung,101,6,1.0
946,control,5,Apple,101,15,0.0
947,exposed,15,Samsung,101,6,1.0
948,control,19,Apple,171,6,0.0
949,exposed,1,Apple,101,7,0.0
950,control,2,Apple,101,15,0.0
951,exposed,5,Apple,101,15,0.0
952,exposed,19,Samsung,101,6,1.0
953,exposed,3,Motorola,162,15,1.0
954,control,18,Apple,171,15,0.0
955,exposed,19,Samsung,162,6,0.0
956,exposed,0,Samsung,162,6,1.0
957,exposed,19,Samsung,101,6,1.0
958,exposed,18,Samsung,101,6,1.0
959,exposed,16,Samsung,101,6,1.0
960,control,15,Apple,101,7,0.0
961,exposed,2,Samsung,101,6,1.0
962,exposed,3,Samsung,162,15,0.0
963,exposed,7,Google,101,6,1.0
964,control,2,Apple,101,7,0.0
965,exposed,5,OnePlus,101,6,1.0
966,exposed,22,Apple,101,15,0.0
967,control,18,Apple,178,15,0.0
968,exposed,19,Samsung,101,6,1.0
969,control,5,Apple,101,7,0.0
970,exposed,13,Samsung,155,15,0.0
971,control,18,Apple,101,15,0.0
972,control,1,Apple,101,7,0.0
973,exposed,18,Samsung,162,15,1.0
974,exposed,17,Google,101,6,1.0
975,control,18,Apple,101,7,0.0
976,exposed,3,Apple,174,7,0.0
977,control,9,Apple,101,15,0.0
978,control,1,Apple,101,7,1.0
979,control,2,Apple,178,7,0.0
980,exposed,8,Samsung,101,6,1.0
981,control,2,Apple,101,7,1.0
982,exposed,3,Samsung,101,6,1.0
983,exposed,12,Samsung,101,15,0.0
984,control,14,Apple,178,7,0.0
985,exposed,19,Samsung,101,6,1.0
986,exposed,5,Samsung,162,6,1.0
987,exposed,5,Samsung,156,6,1.0
988,control,15,LG,162,6,0.0
989,control,13,Apple,101,15,0.0
990,exposed,23,Google,101,6,1.0
991,exposed,6,Google,101,6,1.0
992,control,3,Apple,101,15,0.0
993,exposed,19,Google,101,6,1.0
994,exposed,1,Google,101,6,0.0
995,control,6,Apple,178,7,0.0
996,control,17,Samsung,155,6,1.0
997,exposed,1,Google,101,6,0.0
998,exposed,16,Apple,101,7,1.0
999,exposed,22,Apple,101,15,0.0
1000,control,6,Apple,101,7,0.0
1001,control,16,Apple,174,6,0.0
1002,exposed,18,Samsung,101,6,1.0
1003,exposed,21,Samsung,101,6,1.0
1004,control,5,Apple,101,7,0.0
1005,control,15,Apple,101,7,0.0
1006,exposed,3,Samsung,101,6,1.0
1007,exposed,18,Apple,174,7,1.0
1008,exposed,18,Apple,101,15,0.0
1009,exposed,12,LG,154,15,1.0
1010,exposed,6,Samsung,101,6,1.0
1011,control,10,Apple,101,15,0.0
1012,control,3,Apple,101,15,1.0
1013,exposed,2,Samsung,155,15,0.0
1014,exposed,4,Samsung,101,6,1.0
1015,control,19,Apple,178,7,0.0
1016,exposed,1,Google,101,6,1.0
1017,exposed,7,Google,101,6,1.0
1018,exposed,23,Samsung,155,6,0.0
1019,control,2,Apple,101,7,0.0
1020,control,18,Samsung,154,6,0.0
1021,exposed,1,Motorola,155,6,1.0
1022,exposed,2,Google,101,6,1.0
1023,exposed,8,Samsung,112,6,0.0
1024,exposed,0,Xiaomi,156,15,1.0
1025,control,3,Apple,101,15,0.0
1026,control,22,Apple,101,15,0.0
1027,exposed,18,Google,101,6,0.0
1028,exposed,11,Apple,178,15,0.0
1029,control,1,Apple,170,7,0.0
1030,control,3,Apple,101,7,0.0
1031,control,15,Apple,101,7,0.0
1032,control,14,Apple,101,6,0.0
1033,control,23,Apple,101,7,0.0
1034,exposed,17,Samsung,162,6,1.0
1035,control,15,Apple,178,7,0.0
1036,exposed,11,Apple,178,7,1.0
1037,exposed,23,Apple,172,7,0.0
1038,control,17,Apple,174,15,0.0
1039,control,4,Apple,174,15,0.0
1040,control,3,Apple,101,15,0.0
1041,control,9,Apple,101,6,0.0
1042,exposed,1,Samsung,101,6,1.0
1043,exposed,15,Samsung,101,6,1.0
1044,exposed,15,Samsung,101,6,1.0
1045,control,20,Apple,178,15,0.0
1046,exposed,17,Samsung,101,15,0.0
1047,exposed,13,Samsung,101,15,1.0
1048,control,12,Apple,101,15,0.0
1049,exposed,20,Samsung,101,6,1.0
1050,exposed,0,Samsung,101,6,1.0
1051,exposed,23,Apple,174,15,0.0
1052,exposed,21,Google,101,6,1.0
1053,exposed,5,TCL,156,15,1.0
1054,exposed,16,Google,101,6,0.0
1055,exposed,16,Samsung,101,6,1.0
1056,exposed,11,Samsung,156,6,1.0
1057,exposed,13,Apple,165,7,0.0
1058,exposed,2,Samsung,101,6,1.0
1059,exposed,4,Apple,178,15,1.0
1060,control,2,Apple,101,7,0.0
1061,exposed,1,Samsung,156,15,1.0
1062,exposed,18,Google,101,6,1.0
1063,exposed,0,Apple,178,6,0.0
1064,exposed,19,Google,101,6,1.0
1065,exposed,9,LG,154,15,1.0
1066,control,6,Apple,101,7,1.0
1067,exposed,0,Samsung,101,6,0.0
1068,exposed,6,Google,101,6,1.0
1069,control,3,Samsung,139,6,0.0
1070,control,10,Apple,174,6,1.0
1071,exposed,9,Google,101,6,0.0
1072,control,1,Samsung,162,15,1.0
1073,exposed,1,Motorola,156,15,0.0
1074,exposed,19,Google,101,6,1.0
1075,control,10,Apple,101,15,0.0
1076,exposed,11,Apple,101,6,0.0
1077,control,4,Samsung,155,6,0.0
1078,control,9,Apple,101,7,0.0
1079,exposed,17,Google,101,6,1.0
1080,exposed,5,Samsung,101,15,1.0
1081,exposed,4,Google,101,6,0.0
1082,exposed,14,Apple,101,15,0.0
1083,exposed,21,Samsung,101,6,1.0
1084,exposed,0,Samsung,162,6,0.0
1085,exposed,0,Apple,101,7,0.0
1086,control,17,Apple,101,7,1.0
1087,exposed,12,Google,101,6,1.0
1088,exposed,4,Samsung,101,15,1.0
1089,exposed,1,Google,101,6,1.0
1090,exposed,0,Samsung,101,6,1.0
1091,exposed,19,Apple,101,7,0.0
1092,exposed,15,Google,101,6,0.0
1093,control,2,Apple,101,7,0.0
1094,exposed,23,Apple,101,7,0.0
1095,exposed,23,Apple,101,7,0.0
1096,exposed,23,Apple,101,15,1.0
1097,exposed,19,Samsung,101,15,0.0
1098,control,11,Apple,101,15,0.0
1099,control,11,LG,156,6,0.0
1100,exposed,3,Samsung,101,6,1.0
1101,exposed,20,Samsung,101,6,1.0
1102,exposed,3,Samsung,101,6,1.0
1103,exposed,14,Samsung,162,15,1.0
1104,control,16,Motorola,162,15,1.0
1105,exposed,20,Samsung,101,6,1.0
1106,exposed,19,Apple,171,7,0.0
1107,control,16,Apple,101,7,1.0
1108,exposed,16,Apple,101,6,1.0
1109,exposed,1,Samsung,101,6,1.0
1110,exposed,23,Apple,178,7,0.0
1111,control,16,Google,101,6,1.0
1112,control,3,Motorola,156,15,1.0
1113,exposed,19,Google,101,6,1.0
1114,exposed,2,Samsung,101,6,1.0
1115,control,2,Apple,101,15,0.0
1116,exposed,0,Samsung,101,6,1.0
1117,control,10,Samsung,162,6,1.0
1118,control,9,Apple,101,7,0.0
1119,control,15,Apple,101,6,0.0
1120,exposed,23,Apple,101,7,0.0
1121,exposed,8,Samsung,162,6,0.0
1122,exposed,17,Google,101,6,1.0
1123,exposed,11,Apple,101,15,1.0
1124,exposed,18,Apple,101,15,1.0
1125,exposed,10,Samsung,101,6,1.0
1126,exposed,14,Samsung,101,6,1.0
1127,exposed,5,LG,156,15,1.0
1128,exposed,17,Samsung,101,15,1.0
1129,exposed,1,Samsung,156,15,1.0
1130,exposed,3,Google,101,6,1.0
1131,control,19,Apple,101,15,0.0
1132,exposed,22,Samsung,162,15,0.0
1133,exposed,1,Samsung,179,6,1.0
1134,exposed,12,Samsung,101,6,1.0
1135,control,6,Apple,101,6,0.0
1136,control,15,Apple,101,7,0.0
1137,control,2,Apple,101,15,0.0
1138,exposed,9,Google,101,6,1.0
1139,control,19,Apple,101,7,0.0
1140,exposed,6,Samsung,101,6,1.0
1141,exposed,0,Google,101,6,1.0
1142,control,20,Apple,101,6,0.0
1143,exposed,9,Samsung,162,6,0.0
1144,control,23,Apple,101,7,0.0
1145,exposed,11,Apple,101,6,1.0
1146,exposed,18,Samsung,156,6,1.0
1147,exposed,10,Apple,101,15,1.0
1148,control,5,Apple,101,15,0.0
1149,control,3,Amazon,155,6,0.0
1150,control,16,Apple,178,7,0.0
1151,exposed,0,Samsung,101,6,1.0
1152,control,13,Apple,101,7,0.0
1153,control,18,Apple,101,7,0.0
1154,exposed,2,Samsung,101,6,1.0
1155,exposed,3,Samsung,101,6,1.0
1156,exposed,12,Google,101,6,1.0
1157,control,9,Apple,101,15,0.0
1158,exposed,21,Samsung,162,15,0.0
1159,exposed,14,Apple,101,7,0.0
1160,exposed,12,Samsung,101,15,1.0
1161,exposed,19,Apple,101,7,1.0
1162,exposed,21,Apple,101,7,0.0
1163,exposed,3,Samsung,156,15,1.0
1164,exposed,6,Google,101,6,1.0
1165,exposed,0,Google,101,6,1.0
1166,exposed,15,Samsung,155,15,0.0
1167,control,0,Samsung,162,6,0.0
1168,control,9,Apple,101,6,0.0
1169,exposed,1,Samsung,101,6,1.0
1170,control,16,Apple,178,7,0.0
1171,exposed,16,Samsung,101,6,1.0
1172,control,4,Apple,178,7,0.0
1173,exposed,3,Samsung,101,6,1.0
1174,control,2,Apple,101,15,0.0
1175,control,18,Apple,160,7,0.0
1176,control,14,Apple,101,6,0.0
1177,exposed,23,Apple,101,7,1.0
1178,exposed,2,Motorola,162,6,0.0
1179,control,21,Apple,101,7,0.0
1180,exposed,0,Apple,101,7,0.0
1181,control,15,Apple,174,7,0.0
1182,exposed,0,Samsung,101,6,0.0
1183,control,22,Apple,101,7,0.0
1184,exposed,4,Samsung,162,6,1.0
1185,exposed,15,Samsung,101,6,1.0
1186,exposed,18,Samsung,179,15,0.0
1187,control,16,Apple,101,7,0.0
1188,exposed,6,Samsung,101,15,1.0
1189,control,17,Apple,101,15,0.0
1190,exposed,15,Samsung,162,6,1.0
1191,exposed,0,Google,101,6,1.0
1192,exposed,6,Samsung,101,6,0.0
1193,exposed,2,Samsung,101,6,1.0
1194,control,9,Apple,101,6,0.0
1195,exposed,5,Samsung,101,6,1.0
1196,exposed,5,TCL,156,6,1.0
1197,control,2,Apple,101,15,0.0
1198,control,7,Apple,101,7,1.0
1199,control,13,Apple,101,7,0.0
1200,exposed,22,Samsung,162,6,1.0
1201,exposed,1,Samsung,101,6,1.0
1202,control,1,Apple,101,7,0.0
1203,exposed,18,Samsung,101,6,1.0
1204,exposed,6,Samsung,179,6,1.0
1205,exposed,5,Google,101,6,1.0
1206,exposed,6,Samsung,101,15,1.0
1207,exposed,19,Google,101,6,0.0
1208,control,1,Apple,175,6,0.0
1209,exposed,3,Samsung,101,6,1.0
1210,exposed,0,Samsung,101,6,0.0
1211,exposed,3,Samsung,101,6,1.0
1212,control,3,Apple,101,7,0.0
1213,exposed,17,Samsung,101,6,1.0
1214,exposed,15,Samsung,101,6,1.0
1215,exposed,3,OnePlus,162,6,1.0
1216,exposed,0,Samsung,101,15,0.0
1217,exposed,6,Samsung,101,6,0.0
1218,control,17,Apple,101,15,0.0
1219,control,0,Apple,101,7,0.0
1220,control,6,Apple,175,7,0.0
1221,control,2,Apple,178,6,0.0
1222,exposed,11,Apple,101,15,1.0
1223,control,4,Apple,144,7,0.0
1224,exposed,18,Motorola,162,6,1.0
1225,exposed,3,Samsung,101,6,1.0
1226,control,6,Apple,101,7,0.0
1227,exposed,2,Samsung,101,6,1.0
1228,control,8,Apple,101,7,0.0
1229,exposed,18,Apple,101,7,0.0
1230,control,23,Apple,178,15,0.0
1231,exposed,19,Motorola,156,6,1.0
1232,control,18,Apple,101,15,0.0
1233,exposed,16,Samsung,162,15,1.0
1234,exposed,1,Samsung,101,15,0.0
1235,control,5,Apple,174,7,1.0
1236,exposed,13,Samsung,162,6,1.0
1237,control,3,Apple,101,7,1.0
1238,control,13,Apple,171,7,0.0
1239,exposed,16,Google,101,6,1.0
1240,exposed,1,Google,101,6,1.0
1241,exposed,11,Samsung,101,15,1.0
1242,exposed,13,Google,101,6,1.0
1243,exposed,23,Samsung,101,6,1.0
1244,exposed,3,Google,101,6,1.0
1245,control,7,Apple,101,15,0.0
1246,control,20,Apple,101,7,0.0
1247,exposed,3,Samsung,101,6,1.0
1248,exposed,0,Google,101,6,1.0
1249,exposed,17,Samsung,101,6,1.0
1250,control,3,Apple,174,15,0.0
1251,exposed,18,Samsung,101,15,0.0
1252,control,17,Apple,101,7,0.0
1253,exposed,23,Apple,101,7,0.0
1254,exposed,1,Samsung,101,15,1.0
1255,exposed,19,Apple,178,15,0.0
1256,exposed,14,Google,101,6,1.0
1257,exposed,9,Apple,178,6,0.0
1258,control,22,Apple,178,7,1.0
1259,exposed,0,Samsung,156,15,1.0
1260,exposed,8,Google,101,6,1.0
1261,exposed,21,Google,101,6,1.0
1262,exposed,4,Samsung,156,6,1.0
1263,exposed,16,Google,101,6,1.0
1264,exposed,0,Samsung,156,15,1.0
1265,exposed,2,Google,101,15,1.0
1266,exposed,19,Apple,101,6,1.0
1267,exposed,18,Google,101,6,1.0
1268,exposed,4,Apple,174,7,0.0
1269,control,4,Apple,178,7,0.0
1270,exposed,2,Samsung,162,15,0.0
1271,exposed,15,Samsung,101,15,0.0
1272,exposed,1,Samsung,101,6,0.0
1273,control,16,Apple,178,7,0.0
1274,control,1,Apple,101,6,0.0
1275,exposed,22,Google,101,6,1.0
1276,control,2,Apple,101,15,0.0
1277,exposed,4,Google,101,6,1.0
1278,control,0,Apple,101,6,0.0
1279,exposed,3,Apple,101,7,1.0
1280,exposed,3,Samsung,101,6,1.0
1281,exposed,18,Samsung,162,6,1.0
1282,control,3,Apple,101,7,1.0
1283,exposed,10,Apple,101,7,1.0
1284,exposed,2,Samsung,101,6,1.0
1285,exposed,1,Google,101,15,0.0
1286,control,15,Apple,101,15,0.0
1287,control,2,Apple,178,6,0.0
1288,control,13,Apple,178,7,1.0
1289,exposed,2,Samsung,101,6,0.0
1290,control,7,Apple,174,15,0.0
1291,control,2,Samsung,154,15,1.0
1292,control,3,Apple,101,6,1.0
1293,control,17,Samsung,162,6,0.0
1294,exposed,1,Google,101,6,1.0
1295,exposed,21,Samsung,101,6,1.0
1296,exposed,3,Apple,101,7,1.0
1297,exposed,3,Samsung,101,6,1.0
1298,exposed,3,Google,101,6,1.0
1299,exposed,14,Samsung,101,6,0.0
1300,control,3,Apple,178,6,0.0
1301,control,22,Amazon,141,6,0.0
1302,exposed,19,Apple,101,15,1.0
1303,exposed,10,Apple,101,15,1.0
1304,exposed,6,LG,162,6,1.0
1305,exposed,5,Google,101,6,1.0
1306,control,9,Apple,178,7,1.0
1307,exposed,17,Google,101,6,1.0
1308,exposed,6,Apple,101,15,0.0
1309,exposed,11,Apple,101,15,1.0
1310,control,5,Apple,101,7,1.0
1311,exposed,23,Samsung,107,6,0.0
1312,exposed,0,T-Mobile,162,15,1.0
1313,exposed,18,Apple,101,7,0.0
1314,control,2,Apple,101,7,0.0
1315,control,9,Apple,101,7,0.0
1316,exposed,20,Samsung,101,6,0.0
1317,exposed,18,Samsung,101,15,0.0
1318,control,16,Apple,101,15,0.0
1319,control,0,Apple,101,7,0.0
1320,exposed,22,Samsung,101,6,1.0
1321,control,6,Apple,101,15,0.0
1322,exposed,17,Samsung,155,6,1.0
1323,exposed,22,Samsung,162,6,1.0
1324,exposed,1,Samsung,179,15,1.0
1325,exposed,11,Samsung,155,15,1.0
1326,control,2,Apple,171,15,0.0
1327,exposed,21,Samsung,101,6,1.0
1328,exposed,20,Samsung,162,6,0.0
1329,exposed,17,Google,101,6,1.0
1330,exposed,13,Samsung,101,6,1.0
1331,exposed,15,Samsung,101,6,0.0
1332,control,6,Apple,101,7,0.0
1333,exposed,0,Samsung,101,6,1.0
1334,control,3,Apple,178,6,0.0
1335,control,0,Apple,178,6,0.0
1336,exposed,1,Google,101,6,0.0
1337,exposed,19,Google,101,6,1.0
1338,exposed,23,Apple,101,15,0.0
1339,control,4,Apple,101,7,0.0
1340,exposed,11,Samsung,101,6,1.0
1341,exposed,6,Samsung,101,6,0.0
1342,exposed,2,Samsung,101,6,0.0
1343,exposed,1,Google,101,6,1.0
1344,control,0,Apple,101,7,0.0
1345,control,3,Apple,101,6,1.0
1346,exposed,22,Samsung,101,6,1.0
1347,exposed,4,Google,101,15,0.0
1348,exposed,18,Apple,178,15,0.0
1349,control,0,Apple,101,7,0.0
1350,exposed,2,Samsung,101,15,1.0
1351,exposed,0,Samsung,145,6,1.0
1352,exposed,13,Samsung,145,6,1.0
1353,exposed,4,Samsung,101,15,1.0
1354,control,14,Samsung,156,6,0.0
1355,exposed,23,Samsung,101,6,1.0
1356,control,6,Apple,174,7,1.0
1357,control,13,Apple,101,7,0.0
1358,exposed,1,Samsung,179,6,1.0
1359,exposed,0,Samsung,101,15,1.0
1360,exposed,17,Samsung,101,6,0.0
1361,control,4,Apple,175,7,0.0
1362,control,22,Samsung,162,6,0.0
1363,exposed,14,Apple,101,7,0.0
1364,control,6,Apple,101,15,0.0
1365,exposed,3,Samsung,101,6,1.0
1366,exposed,1,Google,101,6,1.0
1367,exposed,22,Google,101,6,1.0
1368,control,21,Apple,101,15,0.0
1369,exposed,21,Apple,101,15,0.0
1370,control,5,Apple,101,7,1.0
1371,exposed,3,Samsung,101,6,1.0
1372,exposed,22,Google,101,6,1.0
1373,exposed,5,Samsung,101,6,0.0
1374,exposed,3,Samsung,101,15,1.0
1375,exposed,23,Samsung,101,6,1.0
1376,exposed,2,Samsung,101,15,1.0
1377,exposed,0,Apple,101,7,0.0
1378,control,22,Apple,101,7,0.0
1379,exposed,15,Samsung,101,6,1.0
1380,exposed,13,Apple,101,15,0.0
1381,exposed,1,Samsung,162,6,1.0
1382,exposed,17,Samsung,101,6,1.0
1383,exposed,23,Google,101,6,0.0
1384,exposed,2,Samsung,101,6,1.0
1385,control,8,Apple,178,7,0.0
1386,control,2,Samsung,162,6,0.0
1387,exposed,14,Samsung,101,6,1.0
1388,exposed,7,Samsung,156,6,1.0
1389,exposed,20,Google,101,6,0.0
1390,exposed,4,Google,101,6,0.0
1391,exposed,3,Samsung,101,6,1.0
1392,exposed,17,LG,155,15,1.0
1393,control,15,Google,101,6,0.0
1394,control,2,Apple,173,7,0.0
1395,exposed,1,Google,101,6,1.0
1396,control,4,Apple,101,7,1.0
1397,control,17,Apple,101,15,0.0
1398,exposed,19,Google,101,6,0.0
1399,exposed,16,Apple,101,15,1.0
1400,control,3,Apple,178,7,0.0
1401,control,2,Apple,101,7,0.0
1402,control,3,Apple,178,6,0.0
