,experiment,hour,device_make,platform_os,browser,yes
20838,control,17,Apple,101,7,1.0
20839,control,17,Apple,101,7,0.0
20840,control,7,Samsung,101,6,1.0
20841,exposed,16,Apple,178,7,0.0
20842,control,2,Apple,101,15,0.0
20843,control,22,Apple,178,7,0.0
20844,exposed,3,Samsung,155,15,1.0
20845,exposed,4,Google,101,6,1.0
20846,exposed,4,Google,101,6,1.0
20847,exposed,23,Samsung,162,15,0.0
20848,control,1,Apple,178,7,0.0
20849,exposed,23,Apple,101,6,0.0
20850,exposed,23,Apple,101,7,0.0
20851,control,8,Apple,166,7,0.0
20852,control,4,Apple,101,7,0.0
20853,exposed,13,Samsung,101,6,0.0
20854,exposed,19,Samsung,101,6,1.0
20855,control,17,Apple,101,7,0.0
20856,control,16,Apple,101,15,0.0
20857,exposed,2,Samsung,101,6,1.0
20858,exposed,23,Samsung,101,6,1.0
20859,exposed,0,Samsung,101,6,0.0
20860,exposed,4,Samsung,101,6,1.0
20861,control,18,Apple,101,7,0.0
20862,exposed,18,Kyocera,156,6,1.0
20863,control,2,Apple,178,6,0.0
20864,exposed,3,Samsung,101,6,1.0
20865,exposed,5,LG,156,15,1.0
20866,exposed,14,Samsung,101,15,0.0
20867,exposed,7,Google,101,6,1.0
20868,exposed,17,Samsung,101,6,1.0
20869,exposed,7,Samsung,101,6,1.0
20870,control,1,Apple,178,7,0.0
20871,exposed,19,Apple,101,7,0.0
20872,exposed,1,HTC,155,6,1.0
20873,control,16,Apple,101,6,0.0
20874,control,21,Apple,101,15,0.0
20875,exposed,23,Apple,101,7,1.0
20876,control,20,Apple,101,6,0.0
20877,exposed,3,Google,101,6,1.0
20878,exposed,2,Samsung,101,6,0.0
20879,exposed,3,Google,101,6,1.0
20880,exposed,15,Samsung,162,15,1.0
20881,control,19,Apple,101,7,0.0
20882,exposed,10,Samsung,162,15,0.0
20883,exposed,4,Google,101,6,1.0
20884,control,2,Samsung,101,6,0.0
20885,exposed,0,Samsung,101,6,1.0
20886,control,2,Apple,101,7,0.0
20887,exposed,11,Google,101,6,1.0
20888,exposed,21,Google,101,6,1.0
20889,control,3,Apple,101,7,0.0
20890,exposed,17,Apple,101,7,0.0
20891,control,10,Motorola,155,6,1.0
20892,exposed,23,Samsung,136,6,1.0
20893,exposed,15,Google,101,6,0.0
20894,exposed,12,Samsung,101,6,0.0
20895,control,0,Samsung,162,6,1.0
20896,control,4,Apple,175,7,0.0
20897,exposed,20,Google,101,6,1.0
20898,exposed,21,Google,101,6,0.0
20899,control,20,Apple,178,15,0.0
20900,exposed,16,Google,101,6,1.0
20901,exposed,23,Apple,101,6,0.0
20902,exposed,14,Apple,101,15,0.0
20903,control,19,Apple,178,15,0.0
20904,control,3,Samsung,162,6,0.0
20905,exposed,0,Samsung,101,6,1.0
20906,exposed,0,Motorola,162,6,1.0
20907,exposed,11,Samsung,162,6,1.0
20908,control,0,Apple,101,7,0.0
20909,exposed,5,LG,155,6,1.0
20910,exposed,16,Google,101,6,1.0
20911,exposed,17,Samsung,155,15,1.0
20912,exposed,23,Apple,101,15,0.0
20913,exposed,18,Apple,101,15,0.0
20914,exposed,16,Samsung,101,6,1.0
20915,exposed,13,Google,101,6,1.0
20916,exposed,18,Apple,101,6,0.0
20917,exposed,21,Samsung,162,6,1.0
20918,exposed,9,Samsung,101,6,1.0
20919,exposed,20,Samsung,101,6,1.0
20920,control,21,Samsung,162,6,0.0
20921,exposed,10,Samsung,101,6,0.0
20922,control,4,Apple,101,7,0.0
20923,exposed,6,Samsung,101,6,1.0
20924,exposed,2,Amazon,155,15,0.0
20925,exposed,6,Samsung,101,15,1.0
20926,exposed,7,Samsung,101,15,1.0
20927,exposed,1,Samsung,162,15,0.0
20928,exposed,15,Samsung,162,6,1.0
20929,control,8,Apple,101,7,0.0
20930,exposed,19,Google,101,6,0.0
20931,control,12,Apple,101,15,0.0
20932,control,4,Apple,101,7,0.0
20933,control,22,Apple,178,15,0.0
20934,control,17,Apple,178,7,0.0
20935,control,16,Apple,101,7,1.0
20936,exposed,0,Samsung,101,15,0.0
20937,exposed,21,Google,101,6,1.0
20938,exposed,13,Samsung,101,6,0.0
20939,exposed,4,Apple,101,7,0.0
20940,exposed,5,Google,101,6,1.0
20941,exposed,16,Samsung,101,15,1.0
20942,control,4,Amazon,155,6,0.0
20943,exposed,18,Apple,101,7,0.0
20944,exposed,16,Samsung,162,6,1.0
20945,exposed,2,Apple,101,15,1.0
20946,control,3,Apple,101,7,0.0
20947,control,8,Lenovo,140,6,0.0
20948,control,3,Apple,178,15,0.0
20949,exposed,5,Motorola,162,6,1.0
20950,control,2,Samsung,162,15,1.0
20951,control,20,Apple,101,7,1.0
20952,control,3,Apple,101,15,0.0
20953,exposed,17,Samsung,179,6,1.0
20954,exposed,15,Google,101,6,1.0
20955,exposed,12,Google,101,6,1.0
20956,exposed,0,Google,101,6,1.0
20957,exposed,14,Samsung,101,6,0.0
20958,exposed,9,Apple,178,7,0.0
20959,exposed,0,Samsung,101,6,1.0
20960,control,1,Apple,101,15,0.0
20961,control,8,Apple,173,6,0.0
20962,exposed,10,Samsung,162,15,0.0
20963,control,2,Apple,101,7,0.0
20964,exposed,0,Apple,101,7,0.0
20965,exposed,21,Apple,178,7,0.0
20966,control,3,Apple,178,7,0.0
20967,exposed,23,Apple,178,7,1.0
20968,exposed,2,Apple,174,7,1.0
20969,control,4,Samsung,162,6,0.0
20970,exposed,22,Google,101,6,0.0
20971,exposed,0,Samsung,101,6,0.0
20972,exposed,13,Samsung,101,6,1.0
20973,exposed,11,Google,101,6,0.0
20974,exposed,10,Apple,178,7,0.0
20975,exposed,22,Google,101,6,1.0
20976,exposed,11,Samsung,101,6,1.0
20977,control,19,Apple,101,7,0.0
20978,exposed,3,Samsung,101,6,1.0
20979,control,2,Apple,178,6,0.0
20980,control,3,Asus,139,6,0.0
20981,exposed,13,Samsung,101,6,1.0
20982,exposed,20,Google,101,6,1.0
20983,exposed,7,Apple,178,7,1.0
20984,exposed,6,0,155,15,0.0
20985,exposed,16,Google,101,6,1.0
20986,control,2,Apple,101,6,0.0
20987,exposed,16,LG,139,15,1.0
20988,exposed,0,Samsung,101,6,1.0
20989,exposed,18,Apple,101,15,1.0
20990,exposed,4,Samsung,101,6,0.0
20991,control,7,Apple,101,15,1.0
20992,control,22,Apple,101,15,0.0
20993,exposed,3,Samsung,101,6,1.0
20994,exposed,20,Google,101,6,1.0
20995,exposed,17,Samsung,101,6,1.0
20996,control,15,Apple,101,6,0.0
20997,control,21,Motorola,155,6,0.0
20998,control,7,onn,162,6,0.0
20999,control,4,Apple,101,7,0.0
21000,exposed,21,Apple,177,15,0.0
21001,control,15,Apple,173,15,0.0
21002,control,20,Apple,101,7,0.0
21003,control,2,Apple,101,7,0.0
21004,exposed,11,Apple,101,7,1.0
21005,exposed,3,Google,101,6,1.0
21006,exposed,0,Samsung,162,6,1.0
21007,exposed,0,Google,101,6,1.0
21008,exposed,0,Google,101,6,1.0
21009,exposed,2,Samsung,101,6,1.0
21010,exposed,12,Google,101,6,1.0
21011,exposed,21,Google,101,6,1.0
21012,exposed,20,Samsung,179,6,0.0
21013,control,19,Apple,178,7,0.0
21014,control,23,Samsung,162,15,1.0
21015,control,17,Apple,178,6,0.0
21016,exposed,14,Apple,101,15,0.0
21017,exposed,15,Samsung,101,15,1.0
21018,control,20,Apple,101,15,0.0
21019,control,22,Apple,101,15,0.0
21020,exposed,4,Google,101,6,1.0
21021,exposed,2,Google,101,6,1.0
21022,exposed,18,Samsung,101,6,1.0
21023,exposed,3,Samsung,101,6,0.0
21024,control,17,Apple,101,15,0.0
21025,control,4,Apple,101,7,0.0
21026,control,7,Apple,101,7,0.0
21027,control,20,Apple,101,6,0.0
21028,exposed,13,Samsung,101,6,1.0
21029,exposed,11,Google,101,6,1.0
21030,exposed,21,Samsung,101,6,1.0
21031,exposed,6,Samsung,101,6,1.0
21032,control,15,Apple,101,15,1.0
21033,control,18,Asus,139,6,0.0
21034,control,19,Apple,101,7,0.0
21035,exposed,5,Google,101,6,1.0
21036,exposed,3,Samsung,101,15,0.0
21037,exposed,23,Samsung,101,6,1.0
21038,control,6,Apple,101,6,0.0
21039,exposed,2,Google,101,6,1.0
21040,exposed,6,Samsung,101,6,1.0
21041,exposed,1,Samsung,156,15,1.0
21042,control,4,Apple,178,7,1.0
21043,control,21,Apple,178,7,0.0
21044,exposed,13,Google,101,6,1.0
21045,exposed,16,Google,101,6,1.0
21046,exposed,5,Nokia,156,15,1.0
21047,exposed,16,Samsung,101,6,1.0
21048,control,1,Apple,101,7,0.0
21049,exposed,13,Google,101,6,1.0
21050,exposed,12,Google,101,6,1.0
21051,exposed,22,Apple,101,15,1.0
21052,control,17,Apple,178,6,0.0
21053,exposed,18,Google,101,6,1.0
21054,exposed,17,Google,101,6,0.0
21055,exposed,20,Samsung,101,6,1.0
21056,control,17,Apple,101,7,1.0
21057,control,21,Motorola,162,6,0.0
21058,control,15,Apple,101,7,0.0
21059,control,1,Apple,101,15,1.0
21060,exposed,5,LG,156,6,1.0
21061,control,20,Samsung,101,6,0.0
21062,exposed,20,Samsung,101,6,1.0
21063,exposed,6,Samsung,101,6,1.0
21064,exposed,14,Samsung,156,6,0.0
21065,exposed,20,Apple,101,7,0.0
21066,exposed,1,Samsung,179,6,1.0
21067,control,11,Samsung,162,6,1.0
21068,control,23,Motorola,162,6,0.0
21069,exposed,0,Samsung,101,6,0.0
21070,exposed,23,Motorola,156,6,1.0
21071,exposed,8,Apple,101,7,0.0
21072,exposed,4,Samsung,162,15,1.0
21073,exposed,10,Samsung,162,6,1.0
21074,exposed,15,Google,101,6,0.0
21075,exposed,18,Samsung,101,6,1.0
21076,exposed,0,Samsung,101,6,1.0
21077,exposed,18,Samsung,101,6,1.0
21078,exposed,14,Google,101,6,1.0
21079,exposed,17,Samsung,101,6,1.0
21080,control,1,Apple,101,6,1.0
21081,exposed,23,Apple,101,7,0.0
21082,exposed,16,Apple,101,7,0.0
21083,exposed,15,Apple,101,15,0.0
21084,exposed,7,Samsung,141,6,0.0
21085,control,23,Apple,164,15,0.0
21086,control,19,Apple,101,6,0.0
21087,control,17,Apple,101,6,1.0
21088,exposed,23,Apple,178,15,0.0
21089,control,13,Apple,101,7,0.0
21090,exposed,15,Samsung,101,6,1.0
21091,control,22,Asus,139,6,0.0
21092,control,21,Apple,101,15,0.0
21093,exposed,12,Samsung,101,6,1.0
21094,exposed,0,Samsung,162,15,1.0
21095,control,13,Apple,101,7,0.0
21096,exposed,17,Samsung,179,6,1.0
21097,exposed,10,Samsung,101,6,1.0
21098,exposed,0,Samsung,155,15,1.0
21099,exposed,23,Samsung,101,6,1.0
21100,exposed,14,Samsung,101,6,1.0
21101,control,2,Apple,101,7,0.0
21102,control,0,Apple,101,7,0.0
21103,exposed,1,Google,101,6,1.0
21104,exposed,0,Samsung,101,6,1.0
21105,control,17,Apple,101,7,0.0
21106,exposed,2,Apple,101,15,0.0
21107,exposed,10,Samsung,101,6,0.0
21108,exposed,17,Amazon,155,15,0.0
21109,control,8,Apple,178,7,0.0
21110,control,10,Apple,101,15,0.0
21111,exposed,2,Samsung,101,6,1.0
21112,exposed,2,Samsung,162,15,1.0
21113,exposed,23,Apple,101,7,0.0
21114,control,21,Samsung,162,6,0.0
21115,control,7,Apple,101,5,0.0
21116,control,19,Samsung,101,6,0.0
21117,exposed,1,Motorola,162,6,1.0
21118,control,4,Apple,101,7,0.0
21119,exposed,13,Samsung,101,6,1.0
21120,control,5,Apple,178,15,0.0
21121,control,3,Apple,101,6,0.0
21122,control,21,Apple,101,7,0.0
21123,control,12,Apple,101,7,0.0
21124,exposed,18,Google,101,6,1.0
21125,control,13,Apple,169,7,0.0
21126,exposed,5,Apple,101,6,1.0
21127,control,7,Apple,175,7,0.0
21128,exposed,12,Samsung,101,6,1.0
21129,exposed,2,Google,101,6,0.0
21130,exposed,3,Samsung,162,6,1.0
21131,exposed,22,Samsung,101,6,1.0
21132,exposed,14,Samsung,162,15,1.0
21133,control,19,Apple,178,6,0.0
21134,exposed,18,Samsung,162,6,1.0
21135,control,21,Apple,172,7,0.0
21136,exposed,23,Samsung,101,6,1.0
21137,control,2,Apple,101,6,0.0
21138,exposed,1,Apple,101,7,1.0
21139,exposed,16,Samsung,101,6,1.0
21140,exposed,1,Google,101,6,1.0
21141,exposed,13,Samsung,101,6,1.0
21142,control,14,Apple,101,15,0.0
21143,exposed,14,LG,162,15,1.0
21144,exposed,3,Google,101,6,1.0
21145,control,1,Samsung,162,6,0.0
21146,control,15,Apple,178,15,0.0
21147,exposed,22,Samsung,101,6,1.0
21148,control,12,Samsung,162,6,0.0
21149,control,23,Apple,171,7,1.0
21150,control,18,Apple,101,6,0.0
21151,exposed,23,Apple,101,7,0.0
21152,exposed,19,LG,155,15,0.0
21153,exposed,3,Samsung,101,15,0.0
21154,exposed,15,Google,101,6,1.0
21155,exposed,22,Google,101,6,1.0
21156,exposed,16,Samsung,101,6,1.0
21157,exposed,21,Apple,167,15,0.0
21158,exposed,23,Apple,178,7,0.0
21159,exposed,20,Apple,171,7,0.0
21160,exposed,2,Samsung,101,6,1.0
21161,exposed,14,Google,101,6,1.0
21162,exposed,0,Samsung,156,15,1.0
21163,exposed,1,Google,101,6,1.0
21164,exposed,2,Apple,101,15,0.0
21165,exposed,16,Apple,101,7,1.0
21166,exposed,4,Samsung,101,6,1.0
21167,exposed,21,Samsung,101,15,1.0
21168,exposed,12,Motorola,155,6,1.0
21169,exposed,10,Samsung,101,6,1.0
21170,exposed,0,Google,101,6,1.0
21171,control,15,Apple,101,7,1.0
21172,exposed,4,Motorola,155,15,1.0
21173,exposed,12,Google,101,6,1.0
21174,exposed,4,Samsung,101,6,1.0
21175,exposed,1,Samsung,101,15,1.0
21176,exposed,4,Samsung,156,15,1.0
21177,exposed,21,Apple,178,7,0.0
21178,control,2,Apple,101,7,0.0
21179,exposed,20,Samsung,101,6,1.0
21180,exposed,0,Motorola,162,6,1.0
21181,exposed,4,Google,101,6,1.0
21182,exposed,13,Google,101,6,1.0
21183,exposed,15,Apple,101,15,1.0
21184,exposed,16,Samsung,101,6,0.0
21185,exposed,4,Samsung,101,6,1.0
21186,exposed,16,Samsung,179,15,1.0
21187,exposed,23,Apple,175,6,1.0
21188,exposed,17,Motorola,156,15,0.0
21189,exposed,17,Samsung,101,6,1.0
21190,exposed,1,Google,101,6,1.0
21191,control,2,Apple,101,15,0.0
21192,exposed,13,Samsung,101,15,1.0
21193,control,15,Apple,101,7,0.0
21194,exposed,18,Apple,174,6,1.0
21195,exposed,7,Samsung,101,6,1.0
21196,exposed,11,Samsung,162,6,1.0
21197,control,22,Apple,101,6,0.0
21198,exposed,9,Google,101,6,1.0
21199,exposed,17,Google,101,6,1.0
21200,exposed,16,Samsung,101,6,0.0
21201,control,19,Apple,101,7,0.0
21202,exposed,4,Google,101,6,1.0
21203,exposed,18,Google,101,6,1.0
21204,exposed,3,Samsung,162,6,1.0
21205,exposed,14,Google,101,6,1.0
21206,control,19,Apple,101,15,0.0
21207,exposed,12,Samsung,101,15,0.0
21208,exposed,5,Motorola,156,15,1.0
21209,exposed,20,Samsung,101,6,1.0
21210,exposed,20,Samsung,101,6,1.0
21211,exposed,20,Samsung,101,6,1.0
21212,control,21,Apple,101,7,0.0
21213,control,10,Apple,101,7,0.0
21214,exposed,17,Apple,101,7,0.0
21215,exposed,13,Google,101,6,1.0
21216,exposed,22,Samsung,101,6,1.0
21217,exposed,10,Apple,101,15,0.0
21218,exposed,15,Samsung,101,6,1.0
21219,exposed,18,Google,101,6,1.0
21220,exposed,1,Motorola,156,15,0.0
21221,exposed,5,Samsung,156,15,1.0
21222,control,15,Apple,101,7,0.0
21223,exposed,2,Apple,101,15,0.0
21224,control,16,Apple,101,15,0.0
21225,exposed,0,Samsung,101,6,1.0
21226,exposed,2,Samsung,101,6,1.0
21227,exposed,21,Motorola,162,6,1.0
21228,control,13,Apple,101,7,0.0
21229,exposed,19,Motorola,156,6,1.0
21230,exposed,4,LG,156,12,1.0
21231,control,10,Apple,101,6,0.0
21232,control,13,Apple,101,15,0.0
21233,control,6,Apple,178,6,0.0
21234,exposed,12,Apple,163,7,1.0
21235,control,6,Apple,178,15,0.0
21236,exposed,15,Samsung,101,6,1.0
21237,exposed,18,Samsung,101,6,1.0
21238,exposed,0,Samsung,162,15,1.0
21239,control,6,Apple,174,7,0.0
21240,exposed,1,Samsung,155,15,0.0
21241,exposed,0,Apple,101,7,1.0
21242,exposed,1,Samsung,179,6,0.0
21243,exposed,4,Samsung,101,6,1.0
21244,control,10,Apple,101,7,0.0
21245,exposed,0,Apple,178,7,1.0
21246,exposed,13,Samsung,101,6,1.0
21247,exposed,0,Samsung,156,15,0.0
21248,exposed,0,Samsung,155,6,1.0
21249,control,9,Apple,101,15,0.0
21250,exposed,16,Google,101,6,1.0
21251,exposed,14,Samsung,101,6,0.0
21252,exposed,10,Google,101,6,1.0
21253,control,4,Apple,101,15,0.0
21254,exposed,11,Samsung,101,6,1.0
21255,exposed,7,Apple,101,6,0.0
21256,exposed,3,Apple,101,15,0.0
21257,exposed,2,Samsung,101,6,1.0
21258,control,21,Samsung,162,6,1.0
21259,exposed,21,Samsung,101,6,0.0
21260,exposed,20,Apple,101,15,0.0
21261,exposed,23,Apple,173,7,0.0
21262,exposed,23,Apple,101,7,0.0
21263,control,15,Apple,101,7,0.0
21264,exposed,2,Google,101,6,0.0
21265,exposed,4,Google,101,6,1.0
21266,exposed,11,Apple,101,7,0.0
21267,control,6,Apple,178,7,0.0
21268,control,3,Apple,157,7,0.0
21269,exposed,3,Samsung,101,6,1.0
21270,exposed,3,Google,101,6,1.0
21271,exposed,12,Samsung,101,6,1.0
21272,exposed,6,OnePlus,162,6,1.0
21273,exposed,23,Motorola,156,6,0.0
21274,exposed,23,Apple,101,15,0.0
21275,control,21,Samsung,101,6,0.0
21276,exposed,20,Samsung,101,6,1.0
21277,control,1,Apple,175,7,0.0
21278,exposed,4,Google,101,6,0.0
21279,exposed,5,Samsung,156,15,1.0
21280,control,2,Apple,101,15,1.0
21281,exposed,3,Samsung,101,6,1.0
21282,control,4,Apple,101,6,0.0
21283,exposed,2,Samsung,101,6,1.0
21284,exposed,6,Samsung,162,6,1.0
21285,control,18,Samsung,156,15,0.0
21286,control,22,Apple,101,7,0.0
21287,control,7,Apple,178,15,1.0
21288,control,5,Microsoft,156,6,0.0
21289,exposed,5,Apple,101,7,1.0
21290,control,11,Apple,101,7,0.0
21291,control,15,Apple,101,15,0.0
21292,control,20,Amazon,155,6,0.0
21293,control,17,Apple,144,7,0.0
21294,control,19,Apple,169,7,0.0
21295,control,4,Apple,101,6,0.0
21296,control,10,Samsung,162,6,0.0
21297,control,0,Samsung,162,6,0.0
21298,exposed,4,Samsung,101,6,1.0
21299,exposed,5,Samsung,162,15,1.0
21300,exposed,12,Google,101,6,1.0
21301,exposed,11,Apple,178,15,0.0
21302,exposed,1,Samsung,101,6,1.0
21303,exposed,17,Apple,101,7,0.0
21304,exposed,13,Samsung,101,6,1.0
21305,control,1,Apple,101,15,0.0
21306,exposed,4,Samsung,101,6,1.0
21307,exposed,21,Apple,101,15,1.0
21308,exposed,18,Samsung,101,6,1.0
21309,control,2,Apple,101,7,0.0
21310,exposed,11,Google,101,6,1.0
21311,exposed,0,Samsung,179,15,1.0
21312,exposed,10,Apple,101,15,0.0
21313,control,14,Apple,174,7,1.0
21314,control,3,Apple,101,7,1.0
21315,exposed,11,Samsung,101,6,1.0
21316,exposed,3,Samsung,162,6,1.0
21317,exposed,1,Samsung,101,6,1.0
21318,exposed,12,Samsung,101,6,1.0
21319,control,6,Apple,101,7,0.0
21320,control,6,Apple,101,7,0.0
21321,exposed,4,Samsung,101,6,1.0
21322,control,17,Apple,101,15,0.0
21323,control,0,Apple,101,15,0.0
21324,exposed,23,Apple,101,7,0.0
21325,exposed,18,Apple,101,5,1.0
21326,exposed,23,Apple,101,15,0.0
21327,exposed,5,Samsung,101,6,1.0
21328,exposed,22,Samsung,101,6,1.0
21329,exposed,1,Google,101,6,1.0
21330,control,17,Apple,101,15,0.0
21331,control,6,Apple,101,15,0.0
21332,exposed,17,Samsung,101,6,1.0
21333,exposed,3,Samsung,101,6,1.0
21334,control,3,Amazon,141,6,0.0
21335,exposed,0,Apple,101,15,1.0
21336,exposed,2,Samsung,101,6,0.0
21337,control,11,Apple,101,15,0.0
21338,exposed,3,Samsung,101,6,1.0
21339,control,10,Apple,101,6,0.0
21340,exposed,1,LG,156,15,1.0
21341,control,4,Google,101,6,0.0
21342,exposed,19,Samsung,101,6,1.0
21343,exposed,1,Apple,101,15,1.0
21344,exposed,15,Samsung,155,15,0.0
21345,exposed,12,Samsung,101,6,1.0
21346,exposed,2,Samsung,101,6,1.0
21347,exposed,13,Google,101,6,1.0
21348,exposed,6,Samsung,179,6,1.0
21349,control,15,Apple,101,7,0.0
21350,exposed,0,Samsung,155,6,1.0
21351,exposed,6,Apple,101,6,1.0
21352,exposed,18,Samsung,155,15,0.0
21353,exposed,12,Samsung,101,6,0.0
21354,exposed,3,Apple,171,7,0.0
21355,exposed,15,Google,101,6,1.0
21356,exposed,17,Apple,101,7,0.0
21357,exposed,1,Samsung,101,15,0.0
21358,control,20,Apple,101,7,0.0
21359,exposed,15,Samsung,101,6,0.0
21360,control,23,Apple,101,7,0.0
21361,exposed,17,Apple,101,6,1.0
21362,control,16,Apple,101,6,0.0
21363,control,14,Apple,101,7,0.0
21364,exposed,13,Samsung,101,6,1.0
21365,exposed,23,Google,101,6,1.0
21366,exposed,18,Samsung,101,6,1.0
21367,exposed,19,Apple,171,7,0.0
21368,control,6,Apple,178,15,0.0
21369,exposed,18,Samsung,101,6,1.0
21370,exposed,15,Motorola,155,15,1.0
21371,exposed,4,Samsung,101,6,1.0
21372,control,4,Apple,171,7,0.0
21373,exposed,14,Apple,101,15,0.0
21374,exposed,16,Samsung,156,15,1.0
21375,exposed,4,Samsung,156,6,0.0
21376,exposed,13,Google,101,6,1.0
21377,exposed,15,Google,101,6,1.0
21378,exposed,23,Apple,101,7,0.0
21379,exposed,11,Google,101,6,0.0
21380,exposed,2,Google,101,6,1.0
21381,control,3,Apple,178,6,0.0
21382,control,6,Apple,101,7,1.0
21383,exposed,23,Apple,101,7,0.0
21384,control,7,Samsung,155,6,0.0
21385,control,13,Apple,101,7,0.0
21386,control,3,Apple,101,6,0.0
21387,exposed,0,Amazon,155,6,0.0
21388,control,5,Samsung,156,6,1.0
21389,exposed,14,Samsung,101,15,1.0
21390,control,20,Apple,178,7,0.0
21391,exposed,11,Samsung,101,6,1.0
21392,exposed,20,Apple,101,7,0.0
21393,exposed,20,Apple,101,15,0.0
21394,exposed,2,Apple,178,7,0.0
21395,exposed,12,Samsung,101,6,1.0
21396,exposed,4,Apple,101,15,0.0
21397,exposed,16,Apple,101,15,0.0
21398,exposed,17,Samsung,101,6,1.0
21399,exposed,22,Samsung,162,6,1.0
21400,exposed,21,Google,101,6,1.0
21401,exposed,21,Google,101,6,0.0
21402,control,13,Apple,178,7,0.0
21403,exposed,7,Apple,101,7,0.0
21404,control,16,Samsung,162,6,0.0
21405,control,17,Apple,101,15,0.0
21406,exposed,0,Samsung,162,6,1.0
21407,exposed,6,Samsung,101,6,1.0
21408,exposed,2,Samsung,156,6,1.0
21409,exposed,6,Samsung,101,6,1.0
21410,exposed,8,Samsung,155,15,1.0
21411,exposed,3,Samsung,101,6,1.0
21412,exposed,8,Apple,177,7,0.0
21413,exposed,4,Samsung,101,15,1.0
21414,exposed,2,Google,101,6,1.0
21415,control,5,Apple,101,7,0.0
21416,control,5,Apple,173,7,0.0
21417,control,7,Apple,101,6,0.0
21418,control,12,Apple,174,15,0.0
21419,exposed,18,Samsung,101,6,1.0
21420,control,3,Apple,101,6,0.0
21421,exposed,17,Google,101,6,1.0
21422,control,0,Amazon,155,6,0.0
21423,exposed,3,Google,101,6,1.0
21424,exposed,22,Samsung,101,6,1.0
21425,exposed,18,Apple,101,7,0.0
21426,exposed,14,Apple,175,6,1.0
21427,control,22,Apple,178,7,0.0
21428,control,0,Apple,178,7,0.0
21429,exposed,6,Google,101,6,1.0
21430,exposed,0,Google,101,6,1.0
21431,exposed,23,Apple,101,7,0.0
21432,exposed,3,Google,101,6,1.0
21433,control,1,Apple,101,7,0.0
21434,control,7,Apple,101,15,0.0
21435,exposed,20,Samsung,101,6,1.0
21436,exposed,9,Samsung,162,6,0.0
21437,control,3,Apple,101,6,0.0
21438,exposed,3,Google,101,6,1.0
21439,control,17,Apple,101,7,0.0
21440,exposed,7,Samsung,156,15,1.0
21441,exposed,16,Apple,101,7,0.0
21442,exposed,5,Apple,101,6,1.0
21443,exposed,23,Samsung,101,6,1.0
21444,exposed,17,Apple,101,7,1.0
21445,exposed,23,Apple,101,7,1.0
21446,control,16,Apple,101,7,0.0
21447,exposed,5,Samsung,156,15,1.0
21448,exposed,0,Samsung,156,15,1.0
21449,exposed,3,Samsung,101,6,1.0
21450,exposed,11,Apple,101,15,1.0
21451,control,2,Apple,174,7,0.0
21452,exposed,2,Samsung,101,6,1.0
21453,exposed,18,Samsung,101,6,0.0
21454,exposed,1,Samsung,101,15,0.0
21455,exposed,17,Samsung,101,15,1.0
21456,exposed,17,Google,101,6,1.0
21457,control,2,Apple,101,15,0.0
21458,control,4,Apple,178,5,1.0
21459,exposed,22,Samsung,162,15,1.0
21460,exposed,18,Google,101,6,1.0
21461,exposed,2,Google,101,6,1.0
21462,exposed,0,Google,101,6,1.0
21463,exposed,17,Samsung,101,6,1.0
21464,exposed,2,Samsung,101,6,0.0
21465,control,2,Apple,101,7,0.0
21466,exposed,3,Google,101,6,1.0
21467,exposed,4,Samsung,101,6,1.0
21468,control,2,Apple,101,15,0.0
21469,control,0,Google,101,6,1.0
21470,control,1,Samsung,162,6,0.0
21471,exposed,11,Google,101,6,1.0
21472,exposed,1,Samsung,101,6,1.0
21473,exposed,23,Apple,101,7,0.0
21474,exposed,2,Samsung,101,6,1.0
21475,exposed,11,LG,162,15,0.0
21476,control,9,Apple,101,7,1.0
21477,control,9,Apple,174,6,0.0
21478,control,0,Apple,101,7,0.0
21479,exposed,12,Samsung,101,6,1.0
21480,control,0,Apple,101,7,0.0
21481,exposed,1,Samsung,156,15,0.0
21482,exposed,16,Google,101,6,1.0
21483,exposed,5,Samsung,101,6,0.0
21484,exposed,1,Samsung,101,6,1.0
21485,control,3,Apple,101,7,1.0
21486,exposed,16,Samsung,101,6,1.0
21487,exposed,1,Apple,101,7,0.0
21488,exposed,16,Apple,101,15,0.0
21489,exposed,20,Samsung,101,6,1.0
21490,exposed,14,Samsung,155,15,1.0
21491,exposed,11,Samsung,101,6,1.0
21492,exposed,11,Google,101,6,1.0
